Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
195,Enzo Barrenechea,ar ARG,MF,Frosinone,it Serie A,22-257,2001,19,703,2822,1057,6,8,0,14,11,917,18,Matches
196,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,22-038,2001,9.9,337,2269,880,36,27,12,31,32,357,96,Matches
197,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,20-233,2003,9,378,2305,1154,29,25,3,18,15,432,23,Matches
198,Davide Bartesaghi,it ITA,"DF,MF",Milan,it Serie A,18-036,2005,0.8,23,157,53,1,3,0,1,2,28,4,Matches
199,Marc Bartra,es ESP,DF,Betis,es La Liga,33-019,1991,2.5,91,406,215,2,3,0,1,2,90,0,Matches
200,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,27-136,1996,21.6,691,4016,2228,17,7,0,7,3,762,2,Matches
201,Steven Baseya,fr FRA,DF,Strasbourg,fr Ligue 1,19-020,2005,0.1,9,38,7,0,0,0,0,0,7,0,Matches
202,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,35-198,1988,3.6,72,320,163,1,4,0,2,2,89,6,Matches
203,Toma Bašić,hr CRO,MF,Salernitana,it Serie A,27-070,1996,1.4,38,241,127,3,1,0,4,0,52,1,Matches
204,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,24-034,1999,12.4,619,3181,1548,6,7,1,6,3,674,4,Matches
205,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,24-296,1999,14.4,777,3927,2286,34,32,2,6,6,839,47,Matches
206,Simone Bastoni,it ITA,"DF,MF",Empoli,it Serie A,27-090,1996,3.9,127,667,334,6,8,0,4,3,130,15,Matches
207,Augusto Batalla,ar ARG,GK,Granada,es La Liga,27-279,1996,4,114,562,355,0,0,0,1,0,94,1,Matches
208,Daniel Batz,de GER,GK,Mainz 05,de Bundesliga,33-022,1991,4,84,433,265,0,0,0,0,0,91,0,Matches
209,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23-359,2000,5.5,219,1035,555,0,1,0,2,0,223,0,Matches
210,Elias Baum,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,18-100,2005,0.2,9,43,21,0,0,0,2,1,10,0,Matches
211,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,33-246,1990,19,431,1982,1057,0,0,0,0,0,393,0,Matches
212,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,24-186,1999,8.6,260,1294,720,20,21,10,22,16,319,59,Matches
213,Bebé,cv CPV,"MF,FW",Rayo Vallecano,es La Liga,33-206,1990,1.6,63,576,243,11,8,2,7,2,69,15,Matches
214,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,29-286,1994,8.7,208,1029,509,20,14,11,29,8,243,67,Matches
215,Mohamed Bechikh,fr FRA,MF,Strasbourg,fr Ligue 1,18-205,2005,0,3,28,17,1,1,0,0,0,4,1,Matches
216,Adrian Beck,de GER,MF,Heidenheim,de Bundesliga,26-239,1997,8.6,247,1307,505,12,7,0,21,17,276,40,Matches
217,Owen Beck,wls WAL,DF,Liverpool,eng Premier League,21-178,2002,0.1,4,43,1,0,0,0,1,0,4,1,Matches
218,Sheraldo Becker,sr SUR,FW,Real Sociedad,es La Liga,28-359,1995,0.3,7,53,14,2,0,0,0,0,7,4,Matches
219,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,28-359,1995,7.2,198,1490,737,32,17,7,14,4,233,73,Matches
220,Chris Bedia,ci CIV,FW,Union Berlin,de Bundesliga,27-335,1996,0.1,3,12,6,0,1,0,2,0,3,0,Matches
221,Donny van de Beek,nl NED,DF,Manchester Utd,eng Premier League,26-291,1997,0,1,1,0,0,0,0,1,0,1,1,Matches
222,Donny van de Beek,nl NED,"MF,FW",Eint Frankfurt,de Bundesliga,26-291,1997,1.9,44,233,39,0,0,0,5,3,48,6,Matches
223,Yanis Begraoui,ma MAR,"FW,MF",Toulouse,fr Ligue 1,22-214,2001,3.3,113,692,266,9,6,2,12,6,107,30,Matches
224,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,33-000,1991,14,244,985,342,11,13,4,39,12,372,93,Matches
225,Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,21-109,2002,13.2,259,1542,737,34,16,17,42,17,310,104,Matches
226,Jérémie Bela,ao ANG,MF,Clermont Foot,fr Ligue 1,30-301,1993,0.5,23,203,131,5,4,0,3,0,25,7,Matches
227,Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,19-247,2004,0.3,13,87,63,1,0,0,0,0,10,0,Matches
228,Amari'i Bell,jm JAM,DF,Luton Town,eng Premier League,29-274,1994,15.1,425,2631,1450,21,20,0,13,3,444,6,Matches
229,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,32-163,1991,7.4,223,846,336,0,1,0,2,1,270,2,Matches
230,Alaa Bellaarouch,ma MAR,GK,Strasbourg,fr Ligue 1,22-033,2002,1,15,86,44,0,0,0,0,0,15,0,Matches
231,Raoul Bellanova,it ITA,DF,Torino,it Serie A,23-262,2000,17.8,562,4154,2110,77,32,8,22,12,617,109,Matches
232,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,25-221,1998,6.7,172,1234,614,22,21,5,17,12,185,29,Matches
233,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,25-221,1998,3,102,751,275,9,7,1,6,13,88,10,Matches
234,Héctor Bellerín,es ESP,DF,Betis,es La Liga,28-321,1995,12.4,381,2203,1275,24,19,4,12,12,431,49,Matches
235,Jude Bellingham,eng ENG,"MF,FW",Real Madrid,es La Liga,20-219,2003,18.2,884,4863,2368,63,59,22,39,29,1063,119,Matches
236,Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,18-351,2005,10.8,527,3114,1626,11,14,0,5,3,486,27,Matches
237,Andrea Belotti,it ITA,FW,Fiorentina,it Serie A,30-045,1993,0.5,8,18,6,0,0,0,2,0,11,1,Matches
238,Andrea Belotti,it ITA,FW,Roma,it Serie A,30-045,1993,7.5,160,850,350,15,9,6,21,12,186,49,Matches
239,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,25-000,1999,12.1,355,1810,826,11,11,1,11,7,393,9,Matches
240,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,22-311,2001,11,213,779,248,5,4,3,43,19,262,73,Matches
241,Eliesse Ben Seghir,fr FRA,"MF,DF",Monaco,fr Ligue 1,18-352,2005,0.4,23,149,73,4,3,0,0,1,20,3,Matches
242,Anis Ben Slimane,tn TUN,MF,Sheffield Utd,eng Premier League,22-324,2001,4.1,90,343,125,2,8,2,6,10,100,17,Matches
243,Wissam Ben Yedder,fr FRA,"FW,MF",Monaco,fr Ligue 1,33-175,1990,13.3,358,1741,653,26,14,9,18,16,349,115,Matches
244,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,25-310,1998,5.8,103,540,282,6,2,1,6,1,138,2,Matches
245,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,26-064,1997,2.2,85,476,180,4,3,1,1,4,105,1,Matches
246,Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,28-177,1995,6.9,238,1687,790,28,17,15,14,8,245,70,Matches
247,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,28-293,1995,11.3,567,2486,1192,17,22,1,18,3,646,60,Matches
248,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,29-071,1994,8.5,446,1858,619,2,11,0,13,10,413,6,Matches
249,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,26-223,1997,3.1,141,711,313,5,6,1,3,8,200,7,Matches
250,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,30-205,1993,2.8,37,196,140,0,0,0,0,0,42,0,Matches
251,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,20-071,2003,2,115,516,233,0,0,0,0,1,120,0,Matches
252,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,29-186,1994,15.2,477,2635,1174,34,26,14,29,23,580,118,Matches
253,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,33-358,1990,13.4,474,1933,992,20,18,3,10,7,514,41,Matches
254,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,28-214,1995,8.3,220,1407,755,32,19,8,19,12,258,79,Matches
255,Bartosz Bereszyński,pl POL,DF,Empoli,it Serie A,31-206,1992,8,247,1263,630,9,5,1,8,5,264,12,Matches
256,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,33-099,1990,9.8,271,1217,390,8,9,2,15,11,303,47,Matches
257,Sander Berge,no NOR,MF,Burnley,eng Premier League,25-354,1998,17.4,483,2702,1280,24,28,4,14,14,552,20,Matches
258,Etrit Berisha,al ALB,GK,Empoli,it Serie A,34-330,1989,14,314,1627,997,0,0,0,1,0,245,0,Matches
259,Mergim Berisha,de GER,FW,Hoffenheim,de Bundesliga,25-268,1998,1.6,42,189,96,2,1,1,8,8,44,13,Matches
260,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,25-268,1998,1.4,18,96,53,3,1,1,1,1,20,5,Matches
261,Isaac Bernal,es ESP,FW,Sevilla,es La Liga,23-261,2000,2.3,,,,,,,,,,,Matches
262,Bernardo,br BRA,DF,Bochum,de Bundesliga,28-265,1995,18,464,2394,1192,15,14,1,17,7,513,21,Matches
263,Victor Bernth Kristiansen,dk DEN,DF,Bologna,it Serie A,21-049,2002,11.9,508,2471,1151,10,4,2,9,3,570,37,Matches
264,Matúš Bero,sk SVK,"MF,FW",Bochum,de Bundesliga,28-150,1995,9.4,162,760,283,6,7,0,19,12,202,40,Matches
265,Luke Berry,eng ENG,MF,Luton Town,eng Premier League,31-206,1992,0.5,2,2,0,0,0,0,1,1,2,1,Matches
266,Jan-Niklas Beste,de GER,"FW,MF",Heidenheim,de Bundesliga,25-030,1999,16.7,354,2586,1158,42,33,7,32,20,372,70,Matches
267,Beto,gw GNB,FW,Everton,eng Premier League,26-003,1998,6.1,117,602,237,7,6,7,31,14,157,34,Matches
268,Beto,gw GNB,FW,Udinese,it Serie A,26-003,1998,0.8,15,51,18,0,0,0,3,0,14,5,Matches
269,Davide Bettella,it ITA,MF,Monza,it Serie A,23-302,2000,0,3,7,0,0,0,0,0,1,4,0,Matches
270,Sam Beukema,nl NED,DF,Bologna,it Serie A,25-078,1998,16.6,847,4857,2362,6,4,1,3,2,941,3,Matches
271,Jordan Beyer,de GER,DF,Burnley,eng Premier League,23-260,2000,13.7,624,3314,2089,9,11,0,5,1,678,1,Matches
272,Jaka Bijol,si SVN,DF,Udinese,it Serie A,24-363,1999,13,343,1914,1211,4,1,0,2,2,356,0,Matches
273,Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,27-237,1996,13.1,301,1439,630,16,18,5,24,14,355,46,Matches
274,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,31-155,1992,15.4,638,2924,1566,43,40,2,7,4,742,70,Matches
275,Davide Biraschi,it ITA,DF,Genoa,it Serie A,29-216,1994,1,19,76,46,0,2,0,0,0,21,4,Matches
276,Samuele Birindelli,it ITA,DF,Monza,it Serie A,24-199,1999,8.4,272,1474,766,24,14,8,14,4,314,62,Matches
277,Tom Bischof,de GER,"MF,FW",Hoffenheim,de Bundesliga,18-220,2005,1.7,72,395,208,2,4,0,5,3,83,15,Matches
278,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,27-157,1996,13.4,806,4417,1973,31,26,7,23,25,962,7,Matches
279,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,30-046,1993,9.5,329,2027,1011,34,27,4,20,5,363,31,Matches
280,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,32-330,1991,19,519,2537,1108,0,0,0,0,0,382,0,Matches
281,Antonio Blanco,es ESP,MF,Alavés,es La Liga,23-195,2000,14.8,369,1621,763,12,7,1,12,12,419,12,Matches
282,Rubén Blanco,es ESP,GK,Marseille,fr Ligue 1,28-193,1995,0.3,7,35,12,0,0,0,0,0,5,0,Matches
283,Hendry Blank,de GER,DF,Dortmund,de Bundesliga,19-166,2004,0.5,49,201,80,0,0,0,0,1,56,0,Matches
284,Ludovic Blas,fr FRA,"FW,MF",Rennes,fr Ligue 1,26-034,1997,10.9,341,2188,952,22,16,6,27,19,312,91,Matches
285,Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,32-277,1991,19,596,2191,1095,0,0,0,1,0,567,0,Matches
286,Alexis Blin,fr FRA,"MF,DF",Lecce,it Serie A,27-140,1996,7.1,161,743,366,4,2,0,2,7,167,5,Matches
287,Daley Blind,nl NED,DF,Girona,es La Liga,33-331,1990,21,1208,5755,3147,30,20,1,10,3,1377,15,Matches
288,Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,23-020,2001,0.9,26,151,37,3,1,2,7,2,24,9,Matches
289,Benicio Boaitey,eng ENG,"DF,FW",Brighton,eng Premier League,20-025,2004,0.2,10,15,2,0,0,0,1,0,14,0,Matches
290,Oscar Bobb,no NOR,"FW,MF",Manchester City,eng Premier League,20-206,2003,1.3,51,261,165,8,4,2,4,3,64,15,Matches
291,Jeremie Boga,ci CIV,FW,Nice,fr Ligue 1,27-031,1997,11.3,380,3436,1828,61,52,22,23,18,356,80,Matches
292,Jayden Bogle,eng ENG,DF,Sheffield Utd,eng Premier League,23-191,2000,15.5,303,1661,683,17,10,3,28,12,355,43,Matches
293,Emil Bohinen,no NOR,FW,Genoa,it Serie A,24-328,1999,0,0,0,0,0,0,0,0,1,1,0,Matches
294,Emil Bohinen,no NOR,MF,Salernitana,it Serie A,24-328,1999,5.9,208,1122,500,7,8,0,10,5,262,10,Matches
295,Adama Bojang,gm GAM,FW,Reims,fr Ligue 1,19-251,2004,0.2,11,31,8,0,0,0,2,1,12,2,Matches
296,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,25-043,1998,16.5,537,3169,1502,17,22,0,19,12,639,11,Matches
297,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,33-000,1991,11.1,302,1408,730,4,2,1,2,1,356,2,Matches
298,Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,34-165,1989,17.1,644,3359,1439,39,50,9,32,19,720,81,Matches
299,Federico Bonazzoli,it ITA,"FW,MF",Hellas Verona,it Serie A,26-258,1997,6.8,200,936,270,9,8,2,21,8,228,50,Matches
300,Warren Bondo,fr FRA,MF,Monza,it Serie A,20-141,2003,4.6,142,940,400,10,6,1,6,7,146,3,Matches
301,Giovanni Bonfanti,it ITA,DF,Atalanta,it Serie A,21-017,2003,0.2,2,6,0,0,0,0,1,0,2,0,Matches
302,Victor Boniface,ng NGA,FW,Leverkusen,de Bundesliga,23-042,2000,14.2,337,1886,959,43,26,24,49,26,444,131,Matches
303,Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,27-260,1996,1,72,273,120,0,0,0,2,0,76,1,Matches
304,Kevin Bonifazi,it ITA,DF,Frosinone,it Serie A,27-260,1996,1,34,143,31,0,0,0,1,0,46,0,Matches
305,Leonardo Bonucci,it ITA,DF,Union Berlin,de Bundesliga,36-278,1987,5.1,161,582,287,0,0,0,2,0,176,1,Matches
306,Ângelo Borges,br BRA,"FW,MF",Strasbourg,fr Ligue 1,19-044,2004,10.8,395,3500,1603,39,41,6,41,22,351,90,Matches
307,Neto Borges,br BRA,DF,Clermont Foot,fr Ligue 1,27-143,1996,15,641,4079,1968,33,26,13,21,7,584,100,Matches
308,Yvandro Borges Sanches,lu LUX,"MF,FW",M'Gladbach,de Bundesliga,19-255,2004,0.2,12,36,17,1,0,1,1,0,13,0,Matches
309,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,24-318,1999,7.2,248,1015,435,2,3,0,5,0,305,1,Matches
310,Rafael Borré,co COL,FW,Werder Bremen,de Bundesliga,28-141,1995,10.4,222,1197,443,15,13,5,28,14,278,68,Matches
311,Gennaro Borrelli,it ITA,FW,Frosinone,it Serie A,23-330,2000,0.3,1,11,2,1,0,0,0,0,1,1,Matches
312,Adri Bosch,es ESP,DF,Granada,es La Liga,22-239,2001,0.3,8,86,43,1,0,0,0,0,9,1,Matches
313,Erik Botheim,no NOR,"FW,MF",Salernitana,it Serie A,24-024,2000,3.5,47,189,52,3,1,2,3,0,57,9,Matches
314,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,24-022,2000,9.5,416,1661,807,0,3,0,2,1,482,3,Matches
315,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,16-124,2007,0.9,64,297,96,0,2,0,5,1,56,0,Matches
316,Badredine Bouanani,dz ALG,FW,Nice,fr Ligue 1,19-057,2004,1.8,86,617,221,10,10,1,5,2,79,24,Matches
317,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,24-133,1999,8.9,332,1878,776,17,13,5,22,3,308,28,Matches
318,Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,32-304,1991,1,16,77,64,0,0,0,0,0,16,0,Matches
319,Mehdi Bourabia,ma MAR,MF,Frosinone,it Serie A,32-180,1991,2.2,66,250,78,1,1,0,8,0,80,8,Matches
320,Benjamin Bourigeaud,fr FRA,"MF,DF",Rennes,fr Ligue 1,30-020,1994,15.3,759,3608,1293,14,24,3,20,8,709,72,Matches
321,Bilal Boutobba,fr FRA,"MF,FW",Clermont Foot,fr Ligue 1,25-158,1998,5,223,1334,530,12,16,2,16,9,206,48,Matches
322,Hugo Boutsingkham,fr FRA,FW,Nantes,fr Ligue 1,21-014,2003,0,1,4,0,0,0,0,0,0,1,0,Matches
323,Edoardo Bove,it ITA,MF,Roma,it Serie A,21-263,2002,14.2,398,1663,680,11,13,1,20,19,483,37,Matches
324,Jarrod Bowen,eng ENG,FW,West Ham,eng Premier League,27-045,1996,21,429,2774,1200,51,23,29,50,37,473,119,Matches
325,Lucas Boyé,ar ARG,FW,Granada,es La Liga,27-340,1996,15.5,336,1711,572,17,27,10,58,39,386,60,Matches
326,Domagoj Bradarić,hr CRO,DF,Salernitana,it Serie A,24-055,1999,18.7,547,3025,1606,36,27,6,21,9,600,74,Matches
327,Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,20-209,2003,1.7,64,374,234,4,4,1,5,3,71,14,Matches
328,Bilal Brahimi,dz ALG,FW,Nice,fr Ligue 1,23-326,2000,0.1,10,56,23,1,0,1,1,1,9,6,Matches
329,Bilal Brahimi,dz ALG,"FW,MF",Brest,fr Ligue 1,23-326,2000,2,91,787,341,11,7,5,4,6,87,30,Matches
330,Juan Brandáriz,es ESP,DF,Almería,es La Liga,24-338,1999,17.4,534,2470,1314,9,8,0,10,3,601,4,Matches
331,Julian Brandt,de GER,"MF,FW",Dortmund,de Bundesliga,27-277,1996,14.8,472,3077,1206,41,29,12,26,29,604,104,Matches
332,Jarrad Branthwaite,eng ENG,DF,Everton,eng Premier League,21-221,2002,19,400,1606,656,0,3,0,8,0,447,2,Matches
333,Darko Brašanac,rs SRB,MF,Osasuna,es La Liga,31-356,1992,0.5,7,75,50,2,1,0,0,0,13,3,Matches
334,Lilian Brassier,fr FRA,DF,Brest,fr Ligue 1,24-093,1999,16.7,865,5556,2845,12,8,0,10,2,767,2,Matches
335,Claudio Bravo,cl CHI,GK,Betis,es La Liga,40-296,1983,7,132,817,591,0,0,0,0,0,100,0,Matches
336,Tim Breithaupt,de GER,MF,Augsburg,de Bundesliga,21-361,2002,2.9,51,167,80,0,1,0,2,1,59,1,Matches
337,Josip Brekalo,hr CRO,FW,Fiorentina,it Serie A,25-225,1998,7.2,231,1320,542,14,11,7,10,3,264,69,Matches
338,Gleison Bremer,br BRA,DF,Juventus,it Serie A,26-322,1997,21.9,773,3952,2005,3,2,1,11,3,842,3,Matches
339,Brenner,br BRA,FW,Udinese,it Serie A,24-018,2000,0.1,6,16,0,0,0,0,0,0,10,1,Matches
340,Ben Brereton,cl CHI,MF,Sheffield Utd,eng Premier League,24-291,1999,1.2,21,112,44,2,1,3,4,1,35,14,Matches
341,Ben Brereton,cl CHI,"FW,MF",Villarreal,es La Liga,24-291,1999,3,75,518,211,6,12,3,5,5,91,35,Matches
342,Marco Brescianini,it ITA,MF,Frosinone,it Serie A,24-014,2000,12.4,315,1378,531,17,12,6,18,22,382,39,Matches
343,Maximilian Breunig,de GER,FW,Freiburg,de Bundesliga,23-173,2000,0.1,0,0,0,0,0,0,1,0,0,0,Matches
344,Rhian Brewster,eng ENG,"FW,MF",Sheffield Utd,eng Premier League,23-308,2000,2.3,38,91,40,1,4,2,7,1,48,12,Matches
345,Armando Broja,al ALB,FW,Chelsea,eng Premier League,22-146,2001,5,117,695,286,11,4,8,17,14,131,37,Matches
346,Dylan Bronn,tn TUN,"DF,MF",Salernitana,it Serie A,28-229,1995,0.6,9,36,20,1,0,0,0,0,10,0,Matches
347,Andre Brooks,eng ENG,"MF,DF",Sheffield Utd,eng Premier League,20-167,2003,5.9,102,648,229,6,6,1,13,9,111,11,Matches
348,David Brooks,wls WAL,"FW,MF",Bournemouth,eng Premier League,26-210,1997,3.1,102,680,279,8,9,1,7,1,113,27,Matches
349,John Brooks,us USA,DF,Hoffenheim,de Bundesliga,31-006,1993,13,408,2187,1170,3,1,0,3,4,454,1,Matches
350,Moritz Broschinski,de GER,"FW,MF",Bochum,de Bundesliga,23-133,2000,4.6,66,309,108,5,6,3,17,12,78,22,Matches
351,Jacob Brown,sct SCO,"MF,FW",Luton Town,eng Premier League,25-299,1998,11.2,194,1071,488,23,13,8,24,23,228,51,Matches
352,Josh Brownhill,eng ENG,MF,Burnley,eng Premier League,28-046,1995,18.7,422,1739,805,15,12,2,10,9,525,24,Matches
353,Alexander Brunst,de GER,GK,Darmstadt 98,de Bundesliga,28-211,1995,1,26,141,98,0,0,0,0,0,18,0,Matches
354,Jacob Bruun Larsen,dk DEN,"MF,FW",Burnley,eng Premier League,25-137,1998,5.1,151,950,467,22,7,12,14,6,170,67,Matches
355,Ante Budimir,hr CRO,FW,Osasuna,es La Liga,32-196,1991,18.1,230,889,359,18,11,15,58,23,353,69,Matches
356,Hugo Bueno,es ESP,"DF,MF",Wolves,eng Premier League,21-138,2002,4.4,168,995,440,11,5,1,6,12,186,29,Matches
357,Santiago Bueno,uy URU,DF,Wolves,eng Premier League,25-086,1998,2.2,61,280,154,0,0,0,0,0,68,0,Matches
358,Marius Bülter,de GER,"FW,DF",Hoffenheim,de Bundesliga,30-311,1993,10.3,299,1722,825,26,17,12,16,16,360,80,Matches
359,Facundo Buonanotte,ar ARG,"MF,FW",Brighton,eng Premier League,19-042,2004,6.8,191,1109,479,12,12,3,23,18,232,34,Matches
360,Alessandro Buongiorno,it ITA,DF,Torino,it Serie A,24-242,1999,17.3,457,2274,950,10,5,2,17,1,478,6,Matches
361,Jonathan Burkardt,de GER,"FW,MF",Mainz 05,de Bundesliga,23-207,2000,3.9,96,655,272,10,9,1,14,6,109,20,Matches
362,Oliver Burke,sct SCO,FW,Werder Bremen,de Bundesliga,26-302,1997,0.4,7,51,24,2,1,0,0,0,6,1,Matches
363,Reece Burke,eng ENG,DF,Luton Town,eng Premier League,27-154,1996,7.6,130,557,303,0,2,0,9,3,154,9,Matches
364,Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,31-270,1992,15.9,513,2119,924,8,4,2,8,8,610,18,Matches
365,Rareș-Cătălin Burnete,ro ROU,FW,Lecce,it Serie A,20-003,2004,0.1,2,6,0,0,0,0,2,0,3,2,Matches
366,Mason Burstow,eng ENG,FW,Chelsea,eng Premier League,20-183,2003,0.1,2,1,0,0,0,0,1,0,3,1,Matches
367,Marnon Busch,de GER,DF,Heidenheim,de Bundesliga,29-057,1994,4.5,150,607,283,9,5,0,1,0,163,19,Matches
368,Maxime Busi,be BEL,"FW,DF",Reims,fr Ligue 1,24-112,1999,1.3,51,271,96,1,2,1,2,3,47,10,Matches
369,Pablo Busto,es ESP,DF,Betis,es La Liga,18-141,2005,0.5,5,44,27,1,0,0,0,1,8,0,Matches
370,Aurélio Buta,pt POR,"DF,MF",Eint Frankfurt,de Bundesliga,26-358,1997,11.1,404,1927,971,35,19,13,15,14,460,73,Matches
371,Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,24-122,1999,19,593,2441,1118,0,0,0,0,0,457,0,Matches
372,Jamie Bynoe-Gittens,eng ENG,"FW,MF",Dortmund,de Bundesliga,19-179,2004,6.2,209,1645,831,27,23,20,16,20,230,53,Matches
373,Juan Cabal,co COL,DF,Hellas Verona,it Serie A,23-026,2001,2.5,107,529,277,10,3,0,3,3,103,15,Matches
374,Rémy Cabella,fr FRA,"MF,FW",Lille,fr Ligue 1,33-332,1990,10.9,566,3568,1725,50,42,12,20,13,527,102,Matches
375,Jovane Cabral,cv CPV,"MF,FW",Salernitana,it Serie A,25-234,1998,7.5,229,1569,731,22,10,7,23,14,251,39,Matches
376,Liberato Cacace,nz NZL,DF,Empoli,it Serie A,23-129,2000,13.5,450,2522,1276,21,21,1,13,14,454,34,Matches
377,Anthony Caci,fr FRA,DF,Mainz 05,de Bundesliga,26-217,1997,14.7,462,2039,1071,11,8,2,8,4,551,28,Matches
378,Moisés Caicedo,ec ECU,MF,Chelsea,eng Premier League,22-093,2001,16.9,712,2696,1070,9,16,0,23,11,934,16,Matches
379,Tom Cairney,sct SCO,MF,Fulham,eng Premier League,33-014,1991,11.1,635,2982,1368,24,22,5,21,15,783,44,Matches
380,Jens Cajuste,se SWE,MF,Napoli,it Serie A,24-177,1999,5.8,153,757,373,10,9,2,12,4,222,30,Matches
381,Davide Calabria,it ITA,DF,Milan,it Serie A,27-059,1996,16.3,635,2989,1648,21,21,1,11,3,756,41,Matches
382,Riccardo Calafiori,it ITA,DF,Bologna,it Serie A,21-260,2002,16.3,773,4155,2308,17,14,1,19,9,815,8,Matches
383,Luca Caldirola,it ITA,DF,Monza,it Serie A,33-002,1991,19.9,818,4094,2101,9,5,0,5,1,964,8,Matches
384,Duje Ćaleta-Car,hr CRO,DF,Lyon,fr Ligue 1,27-139,1996,8.1,363,1680,731,1,1,0,2,0,339,1,Matches
385,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,29-360,1994,18,968,4725,2413,30,47,1,14,4,1088,19,Matches
386,José Callejón,es ESP,"MF,FW",Granada,es La Liga,36-357,1987,6.9,172,823,343,8,6,1,8,3,207,38,Matches
387,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,26-324,1997,13.5,194,1168,482,20,12,14,37,16,308,65,Matches
388,Lamine Camara,sn SEN,MF,Metz,fr Ligue 1,20-033,2004,13.4,461,3225,1262,16,22,2,33,20,399,43,Matches
389,Mahdi Camara,fr FRA,MF,Brest,fr Ligue 1,25-218,1998,12.6,422,2336,998,20,19,4,18,14,390,70,Matches
390,Mohamed Camara,ml MLI,MF,Monaco,fr Ligue 1,24-028,2000,8,511,2502,1083,11,22,0,10,9,479,14,Matches
391,Francesco Camarda,it ITA,FW,Milan,it Serie A,15-330,2008,0.2,2,9,0,0,0,0,1,0,1,1,Matches
392,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,es La Liga,21-085,2002,9.8,525,3074,1714,31,33,3,13,13,560,17,Matches
393,Nicolò Cambiaghi,it ITA,"FW,MF",Empoli,it Serie A,23-037,2000,16.5,453,3965,1628,74,28,26,36,20,465,121,Matches
394,Andrea Cambiaso,it ITA,"DF,FW",Juventus,it Serie A,23-348,2000,13.2,412,2644,1377,48,21,16,18,9,486,74,Matches
