Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,shortCmp,shortAtt,shortCmp%,longCmp,longAtt,longCmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1355,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,23-068,2000,12.7,557,691,80.6,7525,1782,357,409,87.3,24,46,52.2,0,0.5,1,-0.5,7,48,5,0,57,Matches
1356,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,26-096,1997,15.1,503,632,79.6,7869,2620,282,322,87.6,36,56,64.3,2,1.5,1.8,0.5,12,41,15,2,73,Matches
1357,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,26-106,1997,12.3,348,463,75.2,4908,1386,204,239,85.4,13,37,35.1,3,2.5,2.6,0.5,25,27,19,0,58,Matches
1358,Noah Loosli,ch SUI,"DF,MF",Bochum,de Bundesliga,27-011,1997,2.8,60,92,65.2,928,361,30,36,83.3,4,16,25,0,0,0,0,0,4,0,0,4,Matches
1359,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,33-125,1990,16,383,521,73.5,10077,7171,78,78,100,121,255,47.5,0,0.3,0.1,-0.3,1,4,0,0,0,Matches
1360,David López,es ESP,"DF,MF",Girona,es La Liga,34-117,1989,13.2,850,925,91.9,15522,5131,283,306,92.5,49,72,68.1,0,0.1,0.3,-0.1,2,29,1,0,32,Matches
1361,Diego López,es ESP,"FW,MF",Valencia,es La Liga,21-266,2002,17.8,319,502,63.5,4770,1123,179,254,70.5,23,39,59,4,3.6,2,0.4,28,20,13,6,43,Matches
1362,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,20-268,2003,6.6,218,265,82.3,3026,577,145,157,92.4,16,24,66.7,0,0.3,0.5,-0.3,6,22,7,1,28,Matches
1363,Javi López,es ESP,"DF,MF",Alavés,es La Liga,22-033,2002,14,420,619,67.9,7200,3023,228,264,86.4,51,126,40.5,3,2.3,1.6,0.7,9,37,13,9,56,Matches
1364,Maxime Lopez,fr FRA,MF,Fiorentina,it Serie A,26-061,1997,4.1,244,281,86.8,4343,1345,91,101,90.1,24,33,72.7,0,0.2,0.3,-0.2,3,28,2,1,23,Matches
1365,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,26-061,1997,1.6,124,136,91.2,2097,777,46,48,95.8,9,15,60,0,0.2,0.2,-0.2,3,23,2,0,18,Matches
1366,Pau López,es ESP,GK,Marseille,fr Ligue 1,29-052,1994,18.7,524,665,78.8,12409,8188,109,110,99.1,108,243,44.4,0,0,0,0,1,12,1,0,0,Matches
1367,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,28-096,1995,13.1,609,752,81,11495,3665,272,292,93.2,81,146,55.5,2,1.9,1.6,0.1,16,51,14,3,52,Matches
1368,Dion Lopy,sn SEN,MF,Almería,es La Liga,22-001,2002,16.1,565,673,84,11070,2653,205,238,86.1,83,102,81.4,0,0.7,0.5,-0.7,8,55,6,1,72,Matches
1369,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,37-330,1986,16.4,400,534,74.9,5960,1908,204,257,79.4,15,29,51.7,1,0.5,0.5,0.5,7,35,5,2,54,Matches
1370,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,25-127,1998,10.3,467,547,85.4,6620,2166,271,303,89.4,13,22,59.1,0,0.5,0.3,-0.5,7,20,8,3,33,Matches
1371,Tom Louchet,fr FRA,"FW,MF",Nice,fr Ligue 1,20-275,2003,0.6,23,32,71.9,296,77,13,16,81.3,1,2,50,0,0.2,0.1,-0.2,1,0,1,1,0,Matches
1372,Imran Louza,ma MAR,MF,Lorient,fr Ligue 1,24-278,1999,1,47,56,83.9,835,287,19,20,95,6,8,75,1,0.5,0.4,0.5,4,4,1,0,4,Matches
1373,Matteo Lovato,it ITA,DF,Salernitana,it Serie A,23-354,2000,10.5,323,400,80.8,5859,2412,120,136,88.2,25,46,54.3,0,0.2,0.2,-0.2,3,25,2,1,29,Matches
1374,Dejan Lovren,hr CRO,DF,Lyon,fr Ligue 1,34-213,1989,8,371,440,84.3,7463,2174,104,127,81.9,42,66,63.6,0,0,0.1,0,1,24,0,0,20,Matches
1375,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,25-312,1998,14.2,356,474,75.1,6131,1946,165,195,84.6,41,79,51.9,3,2.6,2.2,0.4,28,45,9,4,57,Matches
1376,Max Lowe,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,26-268,1997,3.5,50,74,67.6,722,306,33,41,80.5,3,4,75,0,0,0,0,1,5,2,0,9,Matches
1377,Anthony Lozano,hn HON,"MF,FW",Getafe,es La Liga,30-284,1993,1,10,16,62.5,128,43,6,8,75,1,1,100,0,0.3,0.2,-0.3,1,1,1,1,1,Matches
1378,Lucas,br BRA,DF,Cádiz,es La Liga,22-316,2001,10.7,327,457,71.6,5473,2287,167,190,87.9,32,77,41.6,0,0.6,1.1,-0.6,12,17,12,10,23,Matches
1379,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,23-146,2000,15.1,135,233,57.9,1858,182,71,114,62.3,7,9,77.8,3,0.9,0.3,2.1,14,7,2,0,7,Matches
1380,Jhon Lucumí,co COL,DF,Bologna,it Serie A,25-222,1998,10.1,705,761,92.6,12775,4182,276,289,95.5,67,87,77,0,0.2,0.2,-0.2,2,49,2,0,46,Matches
1381,José Luis Gayà,es ESP,DF,Valencia,es La Liga,28-254,1995,14,556,735,75.6,9870,3423,268,300,89.3,52,110,47.3,2,1.8,1.6,0.2,19,36,16,10,47,Matches
1382,José Luis Morales,es ESP,"FW,MF",Villarreal,es La Liga,36-195,1987,8.7,96,136,70.6,1380,289,65,76,85.5,6,10,60,0,0.5,0.6,-0.5,3,7,2,1,10,Matches
1383,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,34-029,1990,0.3,25,32,78.1,513,194,8,10,80,4,7,57.1,0,0,0,0,0,2,0,0,2,Matches
1384,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,25-270,1998,20.4,1189,1389,85.6,20620,5120,532,573,92.8,111,178,62.4,3,2.7,3.4,0.3,31,94,29,6,120,Matches
1385,Romelu Lukaku,be BEL,FW,Roma,it Serie A,30-266,1993,18.1,290,407,71.3,3559,503,176,230,76.5,7,15,46.7,1,1.4,1.1,-0.4,14,17,5,2,25,Matches
1386,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,21-048,2002,13,890,983,90.5,15957,5410,326,351,92.9,53,90,58.9,0,0.1,0.4,-0.1,3,63,3,1,58,Matches
1387,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,26-132,1997,8.2,198,262,75.6,2918,445,111,125,88.8,15,30,50,1,0.4,0.9,0.6,10,6,9,3,23,Matches
1388,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,27-174,1996,4.4,202,228,88.6,3231,672,93,104,89.4,9,13,69.2,0,0.2,0.3,-0.2,3,15,2,0,16,Matches
1389,Karlo Lulić,hr CRO,MF,Frosinone,it Serie A,27-269,1996,0.2,8,12,66.7,106,28,5,6,83.3,0,0,,0,0,0,0,0,1,0,0,0,Matches
1390,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,24-357,1999,10,276,308,89.6,5858,3639,73,73,100,44,73,60.3,0,0,0,0,0,1,0,0,0,Matches
1391,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,27-150,1996,22,904,1083,83.5,17482,6068,291,326,89.3,88,175,50.3,1,0.9,0.7,0.1,7,52,2,0,66,Matches
1392,Mateus Lusuardi,br BRA,DF,Frosinone,it Serie A,20-026,2004,2.4,134,154,87,2107,820,71,74,95.9,4,12,33.3,0,0,0,0,0,11,0,0,12,Matches
1393,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,21-331,2002,12.2,157,230,68.3,2568,461,74,94,78.7,9,22,40.9,2,2.1,2,-0.1,16,3,14,12,10,Matches
1394,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,30-104,1993,7.4,294,404,72.8,4724,1503,161,182,88.5,16,53,30.2,0,0.3,0.3,-0.3,6,20,5,5,25,Matches
1395,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,24-349,1999,7,230,285,80.7,3943,1286,102,118,86.4,24,33,72.7,2,0.8,0.2,1.2,7,17,2,0,17,Matches
1396,Ian Maatsen,nl NED,"FW,MF",Chelsea,eng Premier League,21-330,2002,2.3,97,138,70.3,1316,400,60,73,82.2,4,8,50,0,0.1,0.2,-0.1,2,6,2,1,8,Matches
1397,Ian Maatsen,nl NED,DF,Dortmund,de Bundesliga,21-330,2002,4,259,302,85.8,3953,1363,143,152,94.1,15,26,57.7,1,1.1,0.5,-0.1,5,13,3,1,24,Matches
1398,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,25-041,1998,14.2,867,984,88.1,13783,3940,431,471,91.5,52,79,65.8,1,0.6,1.4,0.4,13,77,12,0,93,Matches
1399,Deiver Machado,co COL,DF,Lens,fr Ligue 1,30-154,1993,7,225,289,77.9,3419,1142,124,146,84.9,10,24,41.7,0,1,1,-1,8,18,8,4,19,Matches
1400,Darwin Machís,ve VEN,MF,Cádiz,es La Liga,30-361,1993,8,152,238,63.9,2755,892,75,86,87.2,20,51,39.2,0,0.6,0.9,-0.6,9,11,6,5,14,Matches
1401,James Maddison,eng ENG,MF,Tottenham,eng Premier League,27-072,1996,10.8,508,639,79.5,8465,2876,260,286,90.9,45,83,54.2,5,2.9,3.4,2.1,34,69,34,1,109,Matches
1402,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,21-330,2002,3.4,126,156,80.8,1547,306,90,102,88.2,1,4,25,0,0.5,0.5,-0.5,6,2,5,1,12,Matches
1403,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,26-206,1997,12.5,287,464,61.9,5037,2279,135,163,82.8,31,86,36,2,0.6,0.8,1.4,8,26,7,6,30,Matches
1404,Soungoutou Magassa,fr FRA,DF,Monaco,fr Ligue 1,20-118,2003,12.4,685,792,86.5,13064,4737,229,254,90.2,69,108,63.9,0,0.1,0.1,-0.1,1,66,1,0,70,Matches
1405,Giulio Maggiore,it ITA,MF,Salernitana,it Serie A,25-328,1998,11.1,330,450,73.3,5184,1716,169,210,80.5,21,41,51.2,0,0.6,0.2,-0.6,6,35,3,0,40,Matches
1406,Matej Maglica,hr CRO,DF,Darmstadt 98,de Bundesliga,25-131,1998,9.8,417,546,76.4,8628,3254,121,135,89.6,60,127,47.2,0,0.2,0.3,-0.2,5,38,1,0,38,Matches
1407,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,28-122,1995,16.5,494,612,80.7,11073,3717,126,149,84.6,86,134,64.2,0,0.2,0.4,-0.2,5,46,2,1,53,Matches
1408,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,25-249,1998,14.3,514,589,87.3,8433,1774,231,263,87.8,30,40,75,0,1,1.6,-1,15,57,7,5,58,Matches
1409,Yohann Magnin,fr FRA,MF,Clermont Foot,fr Ligue 1,26-227,1997,9.6,367,436,84.2,6371,1460,163,193,84.5,38,47,80.9,0,0.6,1,-0.6,7,30,5,3,37,Matches
1410,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,24-152,1999,10.8,160,226,70.8,2256,622,91,118,77.1,2,9,22.2,0,0.6,0.7,-0.6,10,15,8,1,25,Matches
1411,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,30-335,1993,9.4,465,564,82.4,9504,3215,166,191,86.9,72,109,66.1,1,0.4,0.3,0.6,2,55,4,0,41,Matches
1412,Jon Magunacelaya,es ESP,"FW,MF",Real Sociedad,es La Liga,23-205,2000,1.2,27,38,71.1,351,61,15,20,75,0,0,,0,0.5,0.3,-0.5,1,1,0,0,2,Matches
1413,Adel Mahamoud,km COM,FW,Nantes,fr Ligue 1,20-364,2003,0.1,2,4,50,32,18,0,2,0,0,0,,0,0,0,0,0,1,0,0,2,Matches
1414,Arne Maier,de GER,"MF,DF",Augsburg,de Bundesliga,25-026,1999,1.3,55,74,74.3,1007,404,17,21,81,4,8,50,0,0,0.1,0,0,6,3,2,6,Matches
1415,Habib Maïga,ci CIV,"MF,FW",Metz,fr Ligue 1,28-033,1996,1.6,47,63,74.6,726,215,18,22,81.8,3,6,50,0,0,0,0,0,3,0,0,3,Matches
1416,Mike Maignan,fr FRA,GK,Milan,it Serie A,28-215,1995,19,672,800,84,17214,11786,144,145,99.3,192,308,62.3,1,0.3,0,0.7,2,13,0,0,0,Matches
1417,Linton Maina,de GER,"FW,MF",Köln,de Bundesliga,24-225,1999,12.8,273,387,70.5,3589,900,186,216,86.1,9,23,39.1,1,1.7,1.6,-0.7,11,21,10,3,29,Matches
1418,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,29-089,1994,20,778,940,82.8,15951,6574,218,257,84.8,107,160,66.9,0,0,0.5,0,0,38,1,0,73,Matches
1419,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,18-290,2005,7,254,298,85.2,3906,870,132,149,88.6,11,20,55,0,0,0.3,0,1,15,0,0,16,Matches
1420,Ainsley Maitland-Niles,eng ENG,"MF,DF",Lyon,fr Ligue 1,26-158,1997,5,183,223,82.1,2640,736,94,108,87,6,12,50,1,0.6,0.5,0.4,2,15,3,0,25,Matches
1421,Lovro Majer,hr CRO,MF,Rennes,fr Ligue 1,26-017,1998,0.2,14,16,87.5,277,96,7,8,87.5,2,2,100,0,0.3,0.1,-0.3,2,1,0,0,0,Matches
1422,Lovro Majer,hr CRO,"MF,FW",Wolfsburg,de Bundesliga,26-017,1998,14.7,424,597,71,6514,1803,214,257,83.3,24,54,44.4,3,2.2,2.3,0.8,23,46,19,1,73,Matches
1423,Jean-Victor Makengo,fr FRA,"MF,FW",Lorient,fr Ligue 1,25-236,1998,5.3,240,273,87.9,3326,715,131,143,91.6,3,11,27.3,0,0,0.2,0,0,16,5,1,28,Matches
1424,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,22-184,2001,6.2,243,304,79.9,3749,940,128,144,88.9,8,23,34.8,0,0.2,0.4,-0.2,4,20,4,3,27,Matches
1425,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,25-200,1998,18.7,699,788,88.7,12375,2973,328,358,91.6,79,102,77.5,0,0.8,0.6,-0.8,11,66,9,1,85,Matches
1426,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,29-008,1995,21.8,519,643,80.7,7053,1375,314,360,87.2,20,40,50,0,0.5,1.2,-0.5,5,46,3,1,45,Matches
1427,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,22-248,2001,0,1,1,100,8,0,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
1428,Daniel Maldini,it ITA,MF,Monza,it Serie A,22-115,2001,0.2,3,5,60,28,0,3,3,100,0,1,0,0,0,0,0,0,0,0,0,0,Matches
1429,Daniel Maldini,it ITA,"FW,MF",Empoli,it Serie A,22-115,2001,2.9,61,80,76.3,965,212,30,33,90.9,5,8,62.5,0,0,0.2,0,1,5,3,0,10,Matches
1430,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,25-165,1998,16.7,469,611,76.8,7195,2153,262,293,89.4,35,83,42.2,0,1.6,1.1,-1.6,22,39,16,4,65,Matches
1431,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,25-025,1999,14.4,286,386,74.1,3873,1026,180,215,83.7,10,21,47.6,0,1.8,2.7,-1.8,13,14,27,4,41,Matches
1432,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,30-275,1993,13.6,424,535,79.3,7389,2451,186,213,87.3,42,82,51.2,1,0.4,0.5,0.6,9,44,6,1,57,Matches
1433,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,24-118,1999,18.6,534,711,75.1,10559,2537,174,227,76.7,75,126,59.5,1,0.6,0.7,0.4,5,45,5,0,48,Matches
1434,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,18-065,2005,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
1435,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,23-127,2000,22,340,636,53.5,10965,9041,66,69,95.7,134,419,32,0,0,0,0,0,13,0,0,0,Matches
1436,David Mamutovic,de GER,DF,Mainz 05,de Bundesliga,23-060,2000,0.1,3,4,75,37,19,2,3,66.7,0,0,,0,0,0,0,0,3,0,0,0,Matches
1437,Wilson Manafá,pt POR,"DF,MF",Granada,es La Liga,29-195,1994,2.7,104,135,77,1756,547,52,57,91.2,9,18,50,0,0.3,0.2,-0.3,1,2,3,1,4,Matches
1438,Hianga Mananga Mbock,fr FRA,"MF,FW",Brest,fr Ligue 1,24-037,1999,0.1,6,7,85.7,108,29,2,2,100,0,0,,0,0.2,0.1,-0.2,1,0,1,0,2,Matches
1439,Gianluca Mancini,it ITA,DF,Roma,it Serie A,27-292,1996,19.4,1032,1213,85.1,18685,6599,424,443,95.7,94,187,50.3,0,0.8,0.9,-0.8,5,87,13,1,81,Matches
1440,Marco Mancosu,it ITA,"MF,FW",Cagliari,it Serie A,35-165,1988,1.7,38,60,63.3,611,171,21,25,84,5,11,45.5,0,0.2,0.4,-0.2,2,4,4,1,8,Matches
1441,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,38-312,1985,19,499,710,70.3,12953,8215,85,86,98.8,127,334,38,0,0,0,0,0,5,0,0,2,Matches
1442,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,30-013,1994,2.2,104,119,87.4,1517,545,51,58,87.9,4,5,80,0,0,0,0,0,3,0,0,7,Matches
1443,Aïssa Mandi,dz ALG,DF,Villarreal,es La Liga,32-104,1991,7.4,394,431,91.4,7628,3188,156,171,91.2,49,58,84.5,0,0.7,0.4,-0.7,2,35,4,0,33,Matches
1444,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,26-219,1997,9.3,344,428,80.4,6017,1833,159,179,88.8,41,61,67.2,1,0.8,0.9,0.2,7,43,9,1,55,Matches
1445,Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,25-322,1998,17.4,570,646,88.2,9021,2312,292,321,91,37,47,78.7,0,0.2,0.3,-0.2,6,39,1,0,45,Matches
1446,Braydon Manu,gh GHA,MF,Darmstadt 98,de Bundesliga,26-312,1997,0.9,13,17,76.5,184,21,7,8,87.5,0,1,0,0,0,0,0,1,2,0,0,1,Matches
1447,Benson Manuel,be BEL,"MF,FW",Burnley,eng Premier League,26-312,1997,0.8,22,29,75.9,334,32,12,12,100,1,2,50,0,0,0,0,0,0,1,1,0,Matches
1448,Faitout Maouassa,fr FRA,DF,Granada,es La Liga,25-212,1998,0,3,6,50,55,5,1,2,50,0,1,0,0,0,0,0,0,0,0,0,0,Matches
1449,Faitout Maouassa,fr FRA,"MF,DF",Lens,fr Ligue 1,25-212,1998,0.8,20,29,69,313,129,12,17,70.6,1,3,33.3,0,0.1,0.1,-0.1,2,0,1,1,0,Matches
1450,Marcão,br BRA,DF,Sevilla,es La Liga,27-243,1996,2.4,143,160,89.4,2593,1072,57,59,96.6,11,14,78.6,0,0.2,0,-0.2,1,16,0,0,12,Matches
1451,Solly March,eng ENG,"FW,DF",Brighton,eng Premier League,29-198,1994,6.2,203,261,77.8,3145,899,118,139,84.9,17,27,63,1,1,1,0,7,10,7,0,24,Matches
1452,Riccardo Marchizza,it ITA,DF,Frosinone,it Serie A,25-314,1998,12.8,423,558,75.8,7144,3382,187,216,86.6,31,72,43.1,4,0.8,0.8,3.2,11,28,7,5,36,Matches
1453,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,31-353,1992,11.2,561,673,83.4,11512,4292,160,178,89.9,71,121,58.7,0,0.1,0.3,-0.1,4,68,7,1,71,Matches
1454,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,34-295,1989,14.9,760,957,79.4,12487,5061,384,430,89.3,62,117,53,4,2.6,2.6,1.4,14,78,20,15,97,Matches
1455,Alberto Marí,es ESP,FW,Valencia,es La Liga,22-207,2001,0.3,3,11,27.3,40,18,0,3,0,0,0,,1,0.6,0.4,0.4,1,0,0,0,1,Matches
1456,José Mari,es ESP,"MF,FW",Cádiz,es La Liga,36-059,1987,0.2,16,21,76.2,322,49,5,5,100,2,4,50,0,0,0,0,2,4,0,0,1,Matches
1457,Pablo Marí,es ESP,DF,Monza,it Serie A,30-156,1993,13.5,750,817,91.8,15987,5036,189,208,90.9,111,139,79.9,0,0.3,0.5,-0.3,3,39,2,1,36,Matches
1458,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,29-014,1995,8,308,366,84.2,6070,2654,108,121,89.3,38,59,64.4,0,0.1,0,-0.1,2,18,0,0,18,Matches
1459,Mariano,do DOM,FW,Sevilla,es La Liga,30-186,1993,2.4,29,43,67.4,435,125,15,21,71.4,4,6,66.7,0,0.1,0.1,-0.1,2,2,1,1,6,Matches
1460,Mirko Marić,hr CRO,FW,Monza,it Serie A,28-263,1995,3.2,66,91,72.5,793,84,45,53,84.9,1,2,50,0,0.5,0.2,-0.5,5,0,1,0,4,Matches
1461,Rafa Marín,es ESP,DF,Alavés,es La Liga,21-260,2002,15.1,449,535,83.9,9305,3924,135,151,89.4,67,106,63.2,0,0.2,0.2,-0.2,3,41,1,0,42,Matches
1462,Răzvan Marin,ro ROU,MF,Empoli,it Serie A,27-256,1996,10.1,336,450,74.7,5914,1789,153,183,83.6,43,79,54.4,0,1.2,1,-1.2,15,30,6,2,35,Matches
1463,Diego Mariño,es ESP,GK,Almería,es La Liga,33-270,1990,1,23,27,85.2,429,237,11,11,100,2,6,33.3,0,0,0,0,0,1,0,0,0,Matches
1464,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,29-273,1994,11.1,524,591,88.7,10399,3692,140,155,90.3,55,76,72.4,0,0,0.1,0,1,20,0,0,27,Matches
1465,Mika Màrmol,es ESP,DF,Las Palmas,es La Liga,21-216,2002,19.5,1130,1272,88.8,17690,7261,578,614,94.1,49,103,47.6,0,0.1,0.2,-0.1,1,53,1,1,52,Matches
1466,Omar Marmoush,eg EGY,"FW,MF",Eint Frankfurt,de Bundesliga,24-361,1999,12,186,265,70.2,2721,616,108,130,83.1,13,22,59.1,3,3.1,2.5,-0.1,22,17,7,1,25,Matches
1467,Marquinhos,br BRA,"FW,MF",Nantes,fr Ligue 1,20-302,2003,1.7,50,67,74.6,768,223,30,37,81.1,2,6,33.3,0,0.7,0.7,-0.7,5,2,4,2,4,Matches
1468,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,29-265,1994,13.6,1383,1464,94.5,25929,7653,462,474,97.5,112,150,74.7,0,0.3,0.5,-0.3,6,115,3,0,86,Matches
1469,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,22-117,2001,1.6,28,45,62.2,934,792,5,6,83.3,10,26,38.5,0,0,0.1,0,0,2,0,0,0,Matches
1470,Agustín Martegani,ar ARG,MF,Salernitana,it Serie A,23-259,2000,7.6,212,251,84.5,2956,791,127,134,94.8,11,18,61.1,0,0.5,0.4,-0.5,6,25,4,0,24,Matches
1471,Eric Martel,de GER,MF,Köln,de Bundesliga,21-280,2002,15.4,544,669,81.3,8443,1871,266,303,87.8,23,44,52.3,0,0.3,0.6,-0.3,5,45,4,3,43,Matches
1472,Roger Martí,es ESP,FW,Cádiz,es La Liga,33-031,1991,11.6,149,238,62.6,1966,396,95,129,73.6,5,16,31.3,2,2.2,1.2,-0.2,10,6,2,0,9,Matches
1473,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,28-060,1995,5,109,139,78.4,1267,263,70,80,87.5,1,2,50,0,0.2,0.2,-0.2,6,6,2,0,12,Matches
1474,Aarón Martín,es ESP,DF,Genoa,it Serie A,26-287,1997,6,150,220,68.2,2575,1037,72,80,90,17,48,35.4,0,0.6,0.8,-0.6,8,7,5,3,11,Matches
1475,Iván Martín,es ESP,"MF,FW",Girona,es La Liga,24-354,1999,17.6,843,920,91.6,12764,2689,447,476,93.9,41,51,80.4,1,0.7,1.1,0.3,19,53,10,1,88,Matches
1476,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,33-300,1990,6.5,399,465,85.8,7002,1667,168,199,84.4,39,49,79.6,1,0.7,0.4,0.3,9,38,3,0,47,Matches
1477,Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,22-230,2001,15.4,523,675,77.5,8305,1555,291,339,85.8,39,74,52.7,2,2.4,2.9,-0.4,28,19,26,6,47,Matches
1478,Arnau Martinez,es ESP,DF,Girona,es La Liga,20-284,2003,10.2,533,593,89.9,8380,2559,266,279,95.3,21,37,56.8,2,1.3,1.3,0.7,9,47,7,4,46,Matches
1479,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,31-154,1992,21,705,851,82.8,16940,10353,138,140,98.6,146,280,52.1,0,0,0,0,2,15,0,0,2,Matches
1480,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,32-262,1991,6,431,492,87.6,8271,2853,178,191,93.2,52,77,67.5,0,0,0.2,0,0,32,2,0,30,Matches
1481,Josep Martinez,es ESP,GK,Genoa,it Serie A,25-252,1998,21,568,803,70.7,17613,13146,62,64,96.9,221,441,50.1,0,0,0,0,0,17,0,0,1,Matches
1482,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,26-165,1997,17.7,360,473,76.1,5182,1262,204,248,82.3,18,30,60,2,1.7,0.9,0.3,16,23,15,1,51,Matches
1483,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,26-016,1998,5.4,321,346,92.8,5601,1684,130,133,97.7,24,38,63.2,1,0.1,0.1,0.9,3,28,1,0,27,Matches
1484,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,27-269,1996,16.6,849,1047,81.1,17975,7533,263,283,92.9,136,236,57.6,0,0.4,0.6,-0.4,9,104,12,2,113,Matches
1485,Adam Marušić,me MNE,DF,Lazio,it Serie A,31-109,1992,19.5,944,1145,82.4,14579,6154,524,581,90.2,52,99,52.5,0,0.1,0.5,-0.1,4,80,12,6,65,Matches
1486,Marvin,es ESP,"FW,MF",Las Palmas,es La Liga,23-215,2000,8.6,223,314,71,3125,744,133,162,82.1,5,19,26.3,2,1.9,1.6,0.1,9,6,11,5,12,Matches
1487,Omar Mascarell,es ESP,MF,Mallorca,es La Liga,31-001,1993,9,332,406,81.8,6301,1868,139,161,86.3,44,62,71,0,0,0.1,0,2,34,4,0,39,Matches
1488,Adam Masina,ma MAR,DF,Udinese,it Serie A,30-032,1994,0.7,22,30,73.3,345,153,12,15,80,2,4,50,0,0,0,0,0,0,0,0,1,Matches
1489,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,25-073,1998,15.4,363,460,78.9,6482,1952,136,170,80,30,64,46.9,0,0.3,0.7,-0.3,3,22,2,0,25,Matches
1490,Han-Noah Massengo,fr FRA,MF,Burnley,eng Premier League,22-211,2001,0.1,1,2,50,10,5,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
1491,Roberto Massimo,de GER,"FW,DF",Stuttgart,de Bundesliga,23-114,2000,0.9,30,39,76.9,482,109,14,18,77.8,2,3,66.7,0,0,0,0,1,1,0,0,3,Matches
1492,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,31-088,1992,13.7,796,945,84.2,12864,4736,373,414,90.1,51,112,45.5,0,0.4,0.9,-0.4,4,55,8,4,57,Matches
1493,Jaime Mata,es ESP,"MF,FW",Getafe,es La Liga,35-102,1988,9.5,199,293,67.9,2600,528,131,156,84,8,23,34.8,0,0.6,1,-0.6,8,9,6,3,14,Matches
